Genus;Species;Location;Subject;Sex;Age;X.insertions;X.bouts;HI;AbsHI;z-score;Category;Clade;Treename
Leontopithecus;rosalia;M�nster;Meira;f;adult;31;22;0.161;0.16;0.89802651;ambipreferent;Platyrrhini;Leontopithecus_rosalia
Leontopithecus;rosalia;M�nster;Benizio;m;adult;38;16;0.895;0.89;5.515528318;right;Platyrrhini;Leontopithecus_rosalia
Leontopithecus;rosalia;M�nster;Lutz;m;adult;47;24;-0.149;0.15;-1.02105494;ambipreferent;Platyrrhini;Leontopithecus_rosalia
Leontopithecus;rosalia;Duisburg;Mala;f;adult;55;12;0.127;0.13;0.943879807;ambipreferent;Platyrrhini;Leontopithecus_rosalia
Leontopithecus;rosalia;Duisburg;male_14;m;adult;44;17;0.955;0.95;6.331738236;right;Platyrrhini;Leontopithecus_rosalia
Leontopithecus;rosalia;Heidelberg;Alfredo;m;adult;39;22;-0.026;0.03;-0.160128154;ambipreferent;Platyrrhini;Leontopithecus_rosalia
Leontopithecus;rosalia;Heidelberg;4070;m;adult;30;19;0.8;0.8;4.38178046;right;Platyrrhini;Leontopithecus_rosalia
Macaca;fascicularis;University of Fribourg;Mk-AN;f;adult;NA;NA;1;1;NA;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-AT;f;adult;NA;NA;-0.6;0.6;NA;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-CA;f;adult;NA;NA;0.1;0.1;NA;ambipreferent;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-DI;f;adult;NA;NA;0.7;0.7;NA;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-LO;f;adult;NA;NA;-0.9;0.9;NA;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-MA;f;adult;NA;NA;-1;1;NA;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-MI ;f;adult;NA;NA;-1;1;NA;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;University of Fribourg;Mk-TH;f;adult;NA;NA;0.7;0.7;NA;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Manasuka;m;adult;40;26;-0.9;0.9;-5.692099788;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Kera;m;adult;44;24;0.864;0.86;5.728715547;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Jari;f;adult;42;29;0.429;0.43;2.777460299;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Emas;f;adult;32;21;0.625;0.63;3.535533906;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Palau;f;adult;64;29;-0.031;0.03;-0.25;ambipreferent;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Minggu;m;adult;33;18;0.394;0.39;2.263009527;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Dadu;m;adult;46;27;-1;1;-6.782329983;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Basel;Bujuk;m;adult;43;10;0.349;0.35;2.287478555;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Hamm;Angela;f;adult;61;27;-0.902;0.9;-7.042028396;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Hamm;Maite;f;adult;30;22;0.667;0.67;3.651483717;right;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;M�nchengladbach;male_1;m;adult;45;29;-0.867;0.87;-5.813776741;left;Cercopithecoidea;Macaca_fascicularis
Macaca;fascicularis;Hamm;male_2;m;adult;64;50;0.656;0.66;5.25;right;Cercopithecoidea;Macaca_fascicularis
Macaca;nemestrina;Tabanan;Wukong;m;adult;50;16;0.16;0.16;1.13137085;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Tabanan;Garen;m;adult;43;15;-0.581;0.58;-3.812464258;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Tabanan;Leona;f;adult;35;15;0.886;0.89;5.239956379;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Tabanan;Vayne;f;adult;82;17;-0.122;0.12;-1.104315261;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;Nakie;m;adult;34;18;0.882;0.88;5.144957554;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;Clo�;f;adult;56;23;0;0;0;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;Nikki;f;adult;39;16;0.795;0.79;4.963972768;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;male_1;m;adult;31;7;-1;1;-5.567764363;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;Pela;f;adult;54;39;-0.111;0.11;-0.816496581;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;Jopie;m;juvenile;41;17;-0.415;0.41;-2.654953952;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;female_1;f;adult;33;20;-0.879;0.88;-5.048252023;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Arnhem;Lobbe;m;adult;51;16;-1;1;-7.141428429;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Osnabr�ck;male_2;m;adult;54;28;0.704;0.7;5.171145013;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Osnabr�ck;male_3;m;adult;31;13;-0.613;0.61;-3.412500739;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Osnabr�ck;male_4;m;adult;44;23;-0.773;0.77;-5.125692858;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Osnabr�ck;female_2;f;adult;31;17;0.935;0.94;5.208553759;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Osnabr�ck;female_3;f;adult;57;27;0.579;0.58;4.370956778;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Osnabr�ck;female_4;f;adult;64;42;0.531;0.53;4.25;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;male_5;m;adult;31;25;-0.032;0.03;-0.179605302;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;male_6;m;adult;37;20;0.946;0.95;5.753964556;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;female_5;f;adult;31;22;-0.677;0.68;-3.771711343;left;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;juvenile_1;NA;juvenile;30;21;0;0;0;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;male_7;m;adult;50;31;0.08;0.08;0.565685425;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;male_8;m;adult;30;21;-0.2;0.2;-1.095445115;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;female_6;f;adult;33;24;0.091;0.09;0.522232968;ambipreferent;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Gelsenkirchen;female_7;f;adult;30;15;0.467;0.47;2.556038602;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Berlin (Tierpark);Horst;m;adult;64;57;0.375;0.38;3;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Berlin (Tierpark);Kaspar;m;adult;36;25;0.722;0.72;4.333333333;right;Cercopithecoidea;Macaca_nemestrina
Macaca;nemestrina;Berlin (Tierpark);Philipp;m;adult;30;12;-0.733;0.73;-4.016632088;left;Cercopithecoidea;Macaca_nemestrina
Macaca;silenus;Apeldoorn;Salena;f;adult;41;31;-0.171;0.17;-1.093216333;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Apeldoorn;Sysoe;f;adult;31;13;0.871;0.87;4.849343155;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Apeldoorn;Rajaja;f;adult;37;23;-0.297;0.3;-1.80838886;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Apeldoorn;Heather;f;adult;37;22;-0.351;0.35;-2.137186835;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Hodenhagen;male_1;m;adult;43;26;0.302;0.3;1.982481414;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Hodenhagen;male_2;m;adult;48;19;-0.5;0.5;-3.464101615;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Hodenhagen;male_3;m;adult;50;18;0.2;0.2;1.414213562;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Hodenhagen;Daniel;m;adult;61;22;-0.541;0.54;-4.225217038;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Hodenhagen;male_4;m;adult;39;16;0.641;0.64;4.003203845;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Hodenhagen;male_5;m;adult;60;21;0.967;0.97;7.487767803;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Bekesbourne;Spock;m;adult;32;13;-0.5;0.5;-2.828427125;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Bekesbourne;Brother A;m;adult;33;15;0.636;0.64;3.655630775;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Bekesbourne;Kundali;m;adult;34;14;-0.941;0.94;-5.487954725;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Duisburg;male_6;m;adult;54;47;0.148;0.15;1.088662108;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Duisburg;male_7;m;adult;90;53;-0.578;0.58;-5.481281278;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Duisburg;female_1;f;adult;72;52;0.139;0.14;1.178511302;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Hassan;m;adult;69;49;-0.217;0.22;-1.805787796;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Nashik;m;adult;41;28;0.024;0.02;0.156173762;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Aim�e;f;adult;39;15;-1;1;-6.244997998;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Malur;m;juvenile;37;23;-0.514;0.51;-3.123580759;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Manthani;m;adult;119;70;0.664;0.66;7.241918127;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;female_2;f;adult;50;28;0.08;0.08;0.565685425;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Nicole;f;juvenile;42;29;0.095;0.1;0.6172134;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;female_3;f;adult;42;38;0.143;0.14;0.9258201;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Rheine;Nala;f;adult;66;38;0.333;0.33;2.708012802;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Dresden;Brian;m;adult;50;23;-0.68;0.68;-4.808326112;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Dresden;female_4;f;adult;48;10;0.958;0.96;6.639528096;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Dresden;female_5;f;adult;81;26;-0.259;0.26;-2.333333333;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Dresden;female_6;f;adult;66;15;-0.152;0.15;-1.23091491;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Cologne;Obi;m;adult;39;20;1;1;6.244997998;right;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Cologne;Annette;f;adult;55;13;-0.564;0.56;-4.180039147;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Berlin (Zoo);male_8;m;adult;39;29;-0.538;0.54;-3.36269123;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Berlin (Zoo);female_7;f;adult;33;24;0.091;0.09;0.522232968;ambipreferent;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Berlin (Zoo);female_8;f;adult;44;33;-0.727;0.73;-4.824181513;left;Cercopithecoidea;Macaca_silenus
Macaca;silenus;Berlin (Zoo);female_9;f;adult;30;18;-0.533;0.53;-2.921186973;left;Cercopithecoidea;Macaca_silenus
Macaca;sylvanus;Parco Natura Viva, Verona;Belle;f;adult;53;NA;-0.96;0.96;-6.87;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Parco Natura Viva, Verona;Emma;f;adult;31;NA;0.81;0.81;4.31;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;La For�t des Singes, Rocamadour;W P224;f;adult;NA;32;-1;1;NA;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Parco Natura Viva, Verona;Avis;m;adult;44;NA;0.91;0.91;5.88;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Parco Natura Viva, Verona;Fulvio;m;adult;40;NA;0.95;0.95;5.85;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Parco Natura Viva, Verona;Lime;m;adult;39;NA;0.85;0.85;5.12;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Parco Natura Viva, Verona;Lucky;m;adult;40;NA;-0.05;0.05;-0.16;ambipreferent;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;La For�t des Singes, Rocamadour;M E381;m;adult;NA;33;-0.576;0.576;NA;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;La For�t des Singes, Rocamadour;M R247;m;adult;NA;44;0.591;0.591;NA;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Aachen;male_1;m;adult;43;17;-0.163;0.16;-1.067489992;ambipreferent;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Aachen;male_2;m;adult;61;10;-0.869;0.87;-6.785954636;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Aachen;female_1;f;adult;47;18;-0.106;0.11;-0.729324957;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Aachen;female_2;f;adult;32;13;-0.813;0.81;-4.596194078;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Aachen;female_3;f;adult;35;24;0.886;0.89;5.239956379;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;male_3;m;adult;42;7;-1;1;-6.480740698;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;female_4;f;adult;72;42;0.417;0.42;3.535533906;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;female_5;f;adult;70;15;-0.4;0.4;-3.346640106;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;Farih;f;adult;43;9;-0.535;0.53;-3.507467118;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;female_6;f;adult;54;16;0.667;0.67;4.898979486;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;Faizah;f;adult;44;14;-0.909;0.91;-6.030226892;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;male_4;m;adult;48;13;0.833;0.83;5.773502692;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;male_5;m;adult;40;11;-0.6;0.6;-3.794733192;left;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;male_6;m;adult;49;13;0.837;0.84;5.857142857;right;Cercopithecoidea;Macaca_sylvanus
Macaca;sylvanus;Rheine;male_7;m;juvenile;50;9;-0.36;0.36;-2.545584412;left;Cercopithecoidea;Macaca_sylvanus
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Lady;f;NA;NA;NA;0.2;0.2;0.89;ambipreferent;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Vega;f;NA;NA;NA;-0.1;0.1;-0.45;ambipreferent;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Uruk;f;NA;NA;NA;-0.8;0.8;-3.58;left;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Patsy;f;NA;NA;NA;0;0;0;ambipreferent;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Olga;f;NA;NA;NA;-0.5;0.5;-2.24;left;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Ner�is;f;NA;NA;NA;1;1;4.47;right;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Jeanne;f;NA;NA;NA;1;1;4.47;right;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Wallace;m;NA;NA;NA;0.8;0.8;3.58;right;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Wotan;m;NA;NA;NA;-0.5;0.5;-2.24;left;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Vishnu;m;NA;NA;NA;-0.8;0.8;-3.58;left;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Ulysse;m;NA;NA;NA;-0.4;0.4;-1.79;ambipreferent;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Ulrich;m;NA;NA;NA;-0.1;0.1;-0.45;ambipreferent;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Gaetan;m;NA;NA;NA;0.4;0.4;1.79;ambipreferent;Cercopithecoidea;Macaca_tonkeana
Macaca;tonkeana;Universit� de Strasbourg Primate Center;Shan;NA;NA;NA;NA;-1;1;-4.47;left;Cercopithecoidea;Macaca_tonkeana
Mandrillus;sphinx;Amsterdam;Kasamo;m;adult;33;15;-1;1;-5.744562647;left;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Amsterdam;B�labo;f;adult;40;15;0.75;0.75;4.74341649;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Amsterdam;Dalila;f;adult;30;22;1;1;5.477225575;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Amsterdam;Chipo;f;adult;39;23;0.436;0.44;2.722178615;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Amsterdam;Denzell;m;juvenile;38;23;-0.211;0.21;-1.297771369;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Amsterdam;Mosa;f;juvenile;30;18;-0.267;0.27;-1.460593487;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hamm;female_1;f;adult;35;22;-0.657;0.66;-3.887709572;left;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hamm;female_2;f;adult;35;26;-0.314;0.31;-1.85933936;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hamm;female_3;f;adult;45;30;-0.111;0.11;-0.745355992;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hodenhagen;Rafiki;m;adult;47;14;-0.191;0.19;-1.312784923;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hodenhagen;female_4;f;adult;44;24;-0.136;0.14;-0.904534034;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hodenhagen;male_1;m;juvenile;32;25;-0.188;0.19;-1.060660172;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hodenhagen;male_2;m;juvenile;68;42;0.382;0.38;3.152963125;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hodenhagen;male_3;m;juvenile;34;14;-0.647;0.65;-3.772968873;left;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Hodenhagen;female_5;f;adult;64;38;-0.406;0.41;-3.25;left;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Ebevu;m;adult;31;16;0.226;0.23;1.257237114;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Nema;f;adult;31;19;0.226;0.23;1.257237114;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Numbi;f;adult;51;28;0.137;0.14;0.980196059;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Nedjenema;f;adult;41;27;0.512;0.51;3.279649;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Lea;f;juvenile;45;29;-0.244;0.24;-1.639783183;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Michel;m;juvenile;73;32;-0.26;0.26;-2.223781797;left;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Ida;f;juvenile;68;33;0.294;0.29;2.42535625;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Alma;f;juvenile;80;32;0.025;0.03;0.223606798;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Magdeburg;Nyala;f;adult;34;14;0.059;0.06;0.34299717;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Dresden;Tacari;m;adult;45;28;-0.022;0.02;-0.149071198;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Dresden;Napo;m;adult;48;30;0.375;0.38;2.598076211;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Dresden;Vuyo;m;juvenile;66;28;0.758;0.76;6.154574549;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Dresden;Ikela;f;adult;37;22;0.297;0.3;1.80838886;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Dresden;Uzuri;f;adult;39;29;0.333;0.33;2.081665999;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Dresden;Vuma;m;juvenile;30;8;-1;1;-5.477225575;left;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Berlin (Zoo);Aaron;m;adult;43;20;0.953;0.95;6.252441384;right;Cercopithecoidea;Mandrillus_sphinx
Mandrillus;sphinx;Berlin (Zoo);Arthur;m;adult;47;30;-0.021;0.02;-0.145864991;ambipreferent;Cercopithecoidea;Mandrillus_sphinx
Nomascus;gabriellae;Mulhouse;Dakine;f;adult;34;14;-0.941;0.941;-5.488;left;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Mulhouse;Firmine;f;adult;33;13;0.758;0.758;4.352;right;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Mulhouse;Chlo�;f;adult;74;14;1;1;8.602;right;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Mulhouse;Dan;m;adult;33;19;-0.697;0.697;-4.004;left;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Arnhem;Lana;f;adult;46;19;-0.913;0.91;-6.192562159;left;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Arnhem;Bobo;m;juvenile;42;20;-0.048;0.05;-0.3086067;ambipreferent;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Arnhem;Pip;m;juvenile;40;31;0.2;0.2;1.264911064;ambipreferent;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Arnhem;Romek;m;adult;68;31;-0.412;0.41;-3.395498751;left;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Dou� la Fontaine;Kimi;f;adult;76;9;-0.947;0.95;-8.258966419;left;Hominoidea;Nomascus_gabriellae
Nomascus;gabriellae;Dou� la Fontaine;Malli;m;adult;49;17;0.265;0.27;1.857142857;ambipreferent;Hominoidea;Nomascus_gabriellae
Nomascus;leucogenys;Kagoshima;Monjirou;f;adult;253;31;1;1;12.37;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Anoie;f;adult;52;17;-1;1;-7.211;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Duisburg;Sophie;f;adult;33;31;-1;1;-5.745;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Feng-Shui;f;adult;68;19;0.029;0.029;0.243;ambipreferent;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Chukhao;f;adult;47;27;0.149;0.149;1.021;ambipreferent;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Duisburg;Wuki;f;adult;36;33;0.28;0.28;1.667;ambipreferent;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Connie;f;adult;35;23;0.429;0.429;2.535;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;92-2;f;adult;NA;118;0.932;0.932;NA;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;Y00-2;f;adult;NA;333;-0.201;0.201;NA;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;_06-2;f;adult;NA;151;-0.139;0.139;NA;ambipreferent;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;_09-2;f;adult;NA;268;0.127;0.127;NA;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;j2012-2;f;juvenile;NA;149;0.195;0.195;NA;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Dorian;m;adult;76;14;-0.947;0.947;8.259;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Chanchi;m;adult;48;9;0.9583;0.9583;6.639;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;93-1;m;adult;NA;208;-1;1;NA;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;95-1;m;adult;NA;297;0.347;0.347;NA;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;j10-1;m;adult;NA;53;-0.585;0.585;NA;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Mulhouse;Lai Cao;m;juvenile;32;13;-0.75;0.75;4.243;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Beijing;j2012-3;m;juvenile;NA;132;0.015;0.015;NA;ambipreferent;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Apeldoorn;Jiben;m;juvenile;74;19;0.027;0.03;0.232495277;ambipreferent;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Apeldoorn;Kanak;f;adult;97;17;0.402;0.4;3.959850044;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Apeldoorn;Yuxi;m;adult;94;18;0.574;0.57;5.56967473;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Frankfurt;Elliot;f;adult;47;16;0.489;0.49;3.354894804;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Osnabr�ck;Otti;m;adult;46;30;-1;1;-6.782329983;left;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Osnabr�ck;Lena;f;adult;72;10;0.861;0.86;7.306770072;right;Hominoidea;Nomascus_leucogenys
Nomascus;leucogenys;Osnabr�ck;female_1;f;adult;83;10;-1;1;-9.110433579;left;Hominoidea;Nomascus_leucogenys
